booking_id,booking_date,departure_date,lead_time_days,airline,origin,destination,haul_type,cabin_class,trip_type,fare_basis,booking_channel,booking_source,pax_count,base_fare_inr,taxes_inr,total_fare_inr,ancillary_revenue_inr,payment_method,prior_bookings,booking_status,customer_complaint,satisfaction_score
CLR-00123,2025-12-31,2026-02-01,32,Lufthansa,BLR,CDG,Long-Haul,Economy,Multi-City,MOWRT,B2C_Website,NDC,1,49562.09,7822.56,57384.65,3749.26,Debit Card,13,Confirmed,,
CLR-00124,2025-10-26,2026-01-10,76,KLM,BOM,LHR,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,1,22182.53,4700.91,26883.44,0.0,Bank Transfer,6,Confirmed,,3
CLR-00125,2025-11-11,2026-01-30,80,Condor,BOM,CDG,Long-Haul,Premium Economy,Round-Trip,MOWRT,B2C_Website,GDS,1,40918.73,4416.12,45334.85,3745.74,Agent Credit,0,No-Show,,5
CLR-00126,2025-06-14,2025-08-03,50,Etihad Airways,BOM,LHR,Long-Haul,Economy,Round-Trip,QOWRT,B2C_Website,NDC,1,37400.77,7007.33,44408.1,736.99,Credit Card,0,Ticketed,,3
CLR-00127,2025-07-01,2025-10-29,120,Etihad Airways,HYD,AMS,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,2,53038.7,8428.11,122933.62,1336.7,Agent Credit,17,Confirmed,Baggage not received at destination,1
CLR-00128,2025-03-08,2025-04-21,44,American Airlines,HYD,AMS,Long-Haul,Economy,One-Way,HOWRT,B2B_Agent,GDS,1,53524.9,7081.49,60606.39,2715.04,Credit Card,0,Ticketed,,5
CLR-00129,2025-11-11,2026-02-20,101,Condor,BLR,CDG,Long-Haul,Premium Economy,Round-Trip,EOWRT,API_Partner,GDS,1,80744.9,17184.96,97929.86,3376.89,UPI,0,Ticketed,,5
CLR-00130,2025-02-09,2025-03-12,31,American Airlines,BLR,CDG,Long-Haul,Economy,Round-Trip,HOWRT,API_Partner,NDC,2,34303.96,4018.01,76643.94,1193.18,Debit Card,14,Confirmed,,4
CLR-00131,2025-02-21,2025-06-08,107,Singapore Airlines,MAA,DXB,Medium-Haul,Premium Economy,One-Way,LOWRT,B2C_Website,NDC,3,15014.39,1750.05,50293.32,0.0,Credit Card,0,Ticketed,,3
CLR-00132,2025-12-01,2025-12-23,22,Lufthansa,BOM,CDG,Long-Haul,Economy,One-Way,LOWRT,B2B_Agent,NDC,2,42306.36,5145.98,94904.68,0.0,Bank Transfer,0,Ticketed,,4
CLR-00133,2025-03-29,2025-06-19,82,KLM,MAA,KUL,Medium-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,4,9549.33,1491.39,44162.88,0.0,Debit Card,0,Cancelled,,3
CLR-00134,2025-02-19,2025-03-02,11,British Airways,BLR,CDG,Long-Haul,Economy,One-Way,MOWRT,API_Partner,NDC,1,53714.48,9463.93,63178.41,3754.5,Credit Card,0,Ticketed,Name spelling error on ticket needs correction,1
CLR-00135,2025-04-09,2025-04-26,17,Lufthansa,BOM,DXB,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,NDC,1,13435.74,2442.54,15878.28,0.0,Bank Transfer,0,Ticketed,,3
CLR-00136,2025-03-18,2025-04-06,19,Singapore Airlines,BLR,SFO,Long-Haul,Economy,One-Way,LOWRT,Mobile_App,NDC,3,50043.58,10169.81,180640.17,5731.02,Bank Transfer,0,Confirmed,,4
CLR-00137,2025-12-20,2026-01-20,31,Emirates,BOM,DXB,Medium-Haul,Business,Round-Trip,LOWRT,API_Partner,NDC,1,78149.37,15641.82,93791.19,0.0,Credit Card,0,Ticketed,,5
CLR-00138,2025-07-28,2025-10-31,95,British Airways,MAA,DXB,Medium-Haul,Business,One-Way,MOWRT,API_Partner,GDS,1,36071.16,7184.7,43255.86,0.0,Agent Credit,0,Cancelled,Baggage not received at destination,
CLR-00139,2025-11-22,2026-03-21,119,Air France,DEL,CDG,Long-Haul,Economy,Multi-City,HOWRT,B2C_Website,GDS,2,30474.91,6011.83,72973.48,2497.92,Bank Transfer,0,Cancelled,Unable to add extra baggage through portal,3
CLR-00140,2025-01-11,2025-05-02,111,Emirates,DEL,LHR,Long-Haul,Business,One-Way,LOWRT,B2C_Website,GDS,1,154897.73,27774.95,182672.68,923.81,Debit Card,0,Ticketed,,5
CLR-00141,2025-07-11,2025-09-21,72,Singapore Airlines,BOM,CDG,Long-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,1,49819.79,5807.02,55626.81,688.36,Debit Card,0,Cancelled,,5
CLR-00142,2025-09-12,2025-10-20,38,Lufthansa,BOM,LHR,Long-Haul,Economy,Multi-City,HOWRT,API_Partner,GDS,3,44772.97,4975.66,149245.89,17074.7,Debit Card,0,Ticketed,,5
CLR-00143,2025-10-14,2026-01-20,98,American Airlines,HYD,AMS,Long-Haul,Premium Economy,Multi-City,HOWRT,B2B_Agent,NDC,2,56701.66,9184.53,131772.38,9458.5,Debit Card,0,Ticketed,Unable to add extra baggage through portal,2
CLR-00144,2025-03-19,2025-04-06,18,American Airlines,COK,DOH,Medium-Haul,Economy,Round-Trip,EOWRT,B2C_Website,GDS,1,21242.0,3149.37,24391.37,0.0,Credit Card,0,Ticketed,,4
CLR-00145,2025-08-08,2025-09-29,52,Emirates,DEL,YYZ,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,NDC,1,45906.11,7085.37,52991.48,0.0,Bank Transfer,0,Ticketed,,4
CLR-00146,2025-05-29,2025-07-27,59,Singapore Airlines,HYD,LHR,Long-Haul,Economy,One-Way,QOWRT,B2C_Website,GDS,6,31035.98,3301.6,206025.48,7786.87,Credit Card,0,Confirmed,,3
CLR-00147,2025-10-01,2025-12-20,80,Singapore Airlines,BOM,DXB,Medium-Haul,First,One-Way,MOWRT,B2C_Website,GDS,2,93320.06,9080.35,204800.82,1948.79,Credit Card,20,Ticketed,,5
CLR-00148,2025-09-19,2025-12-21,93,KLM,BOM,CDG,Long-Haul,Economy,Round-Trip,BOWRT,API_Partner,GDS,3,30986.28,4256.46,105728.22,0.0,Debit Card,0,Refunded,,2
CLR-00149,2025-03-18,2025-03-30,12,KLM,HYD,LHR,Long-Haul,Premium Economy,One-Way,LOWRT,B2B_Agent,NDC,6,49460.9,4303.65,322587.3,,Agent Credit,0,Ticketed,,
CLR-00150,2025-06-18,2025-08-03,46,Singapore Airlines,BOM,FRA,Long-Haul,Economy,Round-Trip,MOWRT,API_Partner,GDS,1,53590.39,6326.7,59917.09,2974.76,Debit Card,0,Confirmed,,5
CLR-00151,2025-09-05,2025-12-17,103,Emirates,BLR,SFO,Long-Haul,Economy,One-Way,EOWRT,B2B_Agent,GDS,2,35667.18,5290.77,81915.9,4703.44,Credit Card,0,No-Show,,4
CLR-00152,2025-06-23,2025-08-29,67,Singapore Airlines,HYD,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,NDC,2,23159.68,4532.38,55384.12,0.0,Agent Credit,11,Ticketed,,5
CLR-00153,2025-11-26,2026-01-14,49,Condor,CCU,BKK,Medium-Haul,Economy,One-Way,HOWRT,B2C_Website,GDS,2,10018.02,1499.02,23034.08,0.0,Debit Card,0,No-Show,Fare difference charged incorrectly during rebooking,3
CLR-00154,2025-01-28,2025-05-13,105,Emirates,DEL,JFK,Long-Haul,Economy,Round-Trip,QOWRT,API_Partner,GDS,1,21864.47,4073.46,25937.93,251.1,Debit Card,0,Ticketed,,3
CLR-00155,2025-07-29,2025-08-12,14,Singapore Airlines,BOM,LHR,Long-Haul,Economy,One-Way,BOWRT,B2B_Agent,GDS,3,44407.87,4222.62,145891.47,4098.75,,0,Ticketed,,5
CLR-00156,2025-10-11,2026-02-08,120,Singapore Airlines,DEL,YYZ,Long-Haul,Economy,One-Way,EOWRT,B2C_Website,GDS,2,21472.92,3694.48,50334.8,3012.33,Debit Card,0,Ticketed,,
CLR-00157,2025-12-25,2026-04-18,114,Air Canada,HYD,LHR,Long-Haul,Business,Round-Trip,BOWRT,B2C_Website,NDC,2,87896.38,14712.4,205217.56,2373.22,Agent Credit,0,Refunded,,3
CLR-00158,2025-10-15,2025-12-16,62,Singapore Airlines,BLR,SFO,Long-Haul,Business,Multi-City,MOWRT,API_Partner,GDS,2,167407.1,25643.79,386101.78,0.0,Credit Card,0,Cancelled,,
CLR-00159,2025-04-15,2025-07-21,97,Air France,DEL,SIN,Medium-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,2,20621.02,3270.04,47782.12,1010.92,UPI,0,Confirmed,,4
CLR-00160,2025-05-09,2025-06-04,26,Emirates,BOM,CDG,Long-Haul,Business,Round-Trip,BOWRT,Mobile_App,GDS,3,163197.61,35087.58,594855.57,2846.44,Agent Credit,9,Refunded,,3
CLR-00161,2025-05-11,2025-05-12,1,Emirates,DEL,AUH,Medium-Haul,Premium Economy,Round-Trip,LOWRT,B2B_Agent,NDC,1,29410.86,4710.88,34121.74,859.32,UPI,0,Ticketed,,4
CLR-00162,2025-12-06,2026-01-18,43,American Airlines,DEL,AUH,Medium-Haul,Economy,Round-Trip,YOWRT,Mobile_App,GDS,2,9950.27,1278.02,22456.58,1404.5,Bank Transfer,0,Ticketed,,
CLR-00163,2025-09-22,2026-01-06,106,British Airways,BLR,CDG,Long-Haul,Business,Multi-City,VOWRT,B2C_Website,NDC,1,185720.93,19210.1,204931.03,5166.03,Bank Transfer,14,Refunded,PNR not found in airline system after ticketing,3
CLR-00164,2025-03-20,2025-03-24,4,American Airlines,BOM,FRA,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,NDC,1,51670.9,7082.46,58753.36,3955.76,Debit Card,0,Refunded,,4
CLR-00165,2025-02-07,2025-03-25,46,KLM,HYD,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,4,32377.24,5585.11,151849.4,9188.53,,12,Ticketed,,5
CLR-00166,2025-03-14,2025-03-30,16,Air France,BOM,DXB,Medium-Haul,Economy,One-Way,HOWRT,B2B_Agent,GDS,1,11599.53,2398.64,13998.17,3212.28,Credit Card,18,Confirmed,,4
CLR-00167,2025-02-04,2025-03-09,33,Condor,DEL,CDG,Long-Haul,Premium Economy,One-Way,VOWRT,B2C_Website,NDC,2,50875.43,4567.25,110885.36,817.79,Debit Card,14,Ticketed,,4
CLR-00168,2025-12-31,2026-04-05,95,Air Canada,DEL,YYZ,Long-Haul,Business,Multi-City,,B2B_Agent,GDS,2,163017.0,24155.21,374344.42,0.0,Bank Transfer,0,Confirmed,,3
CLR-00169,2025-09-17,2025-12-07,81,Singapore Airlines,DEL,LHR,Long-Haul,Economy,One-Way,QOWRT,API_Partner,NDC,1,42056.16,4239.62,46295.78,1808.27,UPI,0,Ticketed,,4
CLR-00170,2025-11-11,2026-02-07,88,British Airways,HYD,AMS,Long-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,4,45123.4,6664.3,207150.8,3242.52,UPI,0,Cancelled,Unable to add extra baggage through portal,2
CLR-00171,2025-01-21,2025-04-15,84,KLM,DEL,AUH,Medium-Haul,Premium Economy,Round-Trip,EOWRT,B2C_Website,GDS,1,25925.78,3447.94,29373.72,0.0,Debit Card,0,Ticketed,,4
CLR-00172,2025-03-26,2025-04-25,30,British Airways,MAA,SIN,Medium-Haul,Premium Economy,Round-Trip,VOWRT,B2B_Agent,NDC,3,34629.96,4780.52,118231.44,5491.15,Debit Card,19,Confirmed,,2
CLR-00173,2025-10-21,2025-11-09,19,Etihad Airways,BOM,DXB,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,2,22934.65,4172.19,54213.68,2894.51,Credit Card,19,Ticketed,,4
CLR-00174,2025-05-16,2025-06-07,22,Emirates,DEL,AUH,Medium-Haul,Economy,One-Way,MOWRT,B2B_Agent,GDS,1,22050.74,3633.33,25684.07,0.0,Bank Transfer,0,Refunded,,3
CLR-00175,2025-12-14,2026-03-08,84,British Airways,DEL,YYZ,Long-Haul,Economy,Round-Trip,QOWRT,API_Partner,GDS,4,47129.38,6285.79,213660.68,0.0,Credit Card,1,Confirmed,,4
CLR-00176,2025-03-02,2025-05-08,67,Lufthansa,DEL,LHR,Long-Haul,Premium Economy,Round-Trip,LOWRT,B2C_Website,NDC,1,49270.91,7639.69,56910.6,1667.82,Agent Credit,0,Ticketed,,4
CLR-00177,2025-12-28,2026-02-17,51,KLM,BLR,FRA,Long-Haul,Premium Economy,One-Way,MOWRT,B2C_Website,GDS,1,84598.98,16253.12,100852.1,0.0,,12,Cancelled,PNR not found in airline system after ticketing,1
CLR-00178,2025-07-25,2025-10-12,79,Air Canada,HYD,LHR,Long-Haul,Premium Economy,Round-Trip,QOWRT,B2C_Website,GDS,2,32401.02,6450.38,77702.8,7860.07,Credit Card,1,Confirmed,,2
CLR-00179,2025-07-24,2025-09-08,46,Lufthansa,CCU,BKK,Medium-Haul,Economy,One-Way,LOWRT,B2C_Website,GDS,1,20344.36,3220.02,23564.38,1271.21,Agent Credit,6,Refunded,,4
CLR-00180,2025-05-31,2025-07-14,44,British Airways,DEL,CDG,Long-Haul,First,Round-Trip,MOWRT,API_Partner,GDS,2,231975.03,43563.85,551077.76,4383.72,Debit Card,0,Confirmed,,2
CLR-00181,2025-06-11,2025-08-03,53,British Airways,BLR,CDG,Long-Haul,Economy,Round-Trip,HOWRT,API_Partner,NDC,1,20443.48,4301.22,24744.7,2848.55,Credit Card,0,Ticketed,,4
CLR-00182,2025-04-28,2025-05-24,26,Singapore Airlines,DEL,JFK,Long-Haul,Economy,One-Way,QOWRT,API_Partner,NDC,5,40557.13,7583.95,240705.4,36449.83,Agent Credit,6,Ticketed,,5
CLR-00183,2025-04-24,2025-07-30,97,Etihad Airways,BLR,SFO,Long-Haul,Economy,Round-Trip,MOWRT,API_Partner,GDS,2,49778.96,9389.63,118337.18,10335.55,Bank Transfer,20,Confirmed,,4
CLR-00184,2025-05-18,2025-07-18,61,American Airlines,BOM,CDG,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,NDC,1,28058.14,2951.28,31009.42,0.0,,5,Ticketed,,
CLR-00185,2025-03-10,2025-07-03,115,British Airways,HYD,LHR,Long-Haul,Premium Economy,Round-Trip,MOWRT,API_Partner,NDC,2,38342.98,3944.26,84574.48,1313.82,,0,Ticketed,,5
CLR-00186,2025-12-14,2026-03-02,78,Singapore Airlines,COK,DOH,Medium-Haul,Economy,Round-Trip,QOWRT,B2C_Website,NDC,1,21170.65,3018.3,24188.95,0.0,Credit Card,0,Confirmed,,3
CLR-00187,2025-03-24,2025-05-07,44,American Airlines,DEL,JFK,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,NDC,1,46808.43,9896.6,56705.03,7327.63,Debit Card,0,No-Show,,4
CLR-00188,2025-02-22,2025-03-07,13,Emirates,MAA,SIN,Medium-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,1,18507.74,1699.08,20206.82,2023.43,Credit Card,0,Confirmed,,2
CLR-00189,2025-10-04,2026-02-01,120,British Airways,BOM,LHR,Long-Haul,Economy,One-Way,MOWRT,Mobile_App,GDS,2,37177.4,6302.83,86960.46,,Debit Card,1,Cancelled,,4
CLR-00190,2025-06-26,2025-08-02,37,British Airways,MAA,DXB,Medium-Haul,Economy,Round-Trip,MOWRT,Mobile_App,GDS,1,21565.4,3527.68,25093.08,0.0,Credit Card,0,Confirmed,,4
CLR-00191,2025-09-22,2025-12-29,98,Air Canada,BOM,CDG,Long-Haul,Economy,Round-Trip,,API_Partner,GDS,4,22709.74,2167.64,99509.52,15648.21,Credit Card,9,Confirmed,"Flight delayed by 3 hours, requesting compensation",1
CLR-00192,2025-02-16,2025-03-08,20,Emirates,DEL,LHR,Long-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,1,29951.3,5933.25,35884.55,0.0,UPI,0,Cancelled,"Connection time too short, missed connecting flight",3
CLR-00193,2025-08-15,2025-09-16,32,Condor,BOM,DXB,Medium-Haul,Economy,Multi-City,LOWRT,API_Partner,GDS,2,23915.66,2444.31,52719.94,0.0,Debit Card,7,Cancelled,,4
CLR-00194,2025-01-08,2025-01-30,22,Singapore Airlines,BOM,LHR,Long-Haul,Economy,One-Way,QOWRT,API_Partner,NDC,3,43346.4,4408.28,143264.04,0.0,Debit Card,0,Ticketed,,3
CLR-00195,2025-09-07,2025-10-07,30,British Airways,DEL,AUH,Medium-Haul,Business,Round-Trip,MOWRT,API_Partner,GDS,1,49310.97,4875.01,54185.98,0.0,Debit Card,0,Confirmed,,3
CLR-00196,2025-10-11,2025-11-01,21,British Airways,MAA,SIN,Medium-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,NDC,1,20472.18,4168.35,24640.53,1914.02,Credit Card,0,Ticketed,,4
CLR-00197,2025-11-25,2026-01-06,42,KLM,DEL,CDG,Long-Haul,Economy,One-Way,BOWRT,B2B_Agent,GDS,4,21603.86,2307.86,95646.88,0.0,Agent Credit,0,Ticketed,,4
CLR-00198,2025-09-09,2026-01-06,119,Emirates,MAA,SIN,Medium-Haul,Business,Multi-City,HOWRT,B2B_Agent,GDS,2,75257.85,6634.88,163785.46,2058.04,UPI,13,Confirmed,,3
CLR-00199,2025-11-17,2025-12-10,23,British Airways,DEL,SIN,Medium-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,2,23008.01,2377.95,50771.92,0.0,Debit Card,0,Ticketed,,
CLR-00200,2025-11-21,2026-01-16,56,Singapore Airlines,DEL,AUH,Medium-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,3,24348.08,3473.25,83463.99,3751.47,Credit Card,0,No-Show,Fare difference charged incorrectly during rebooking,1
CLR-00201,2025-12-20,2026-04-05,106,British Airways,BOM,LHR,Long-Haul,Economy,One-Way,EOWRT,B2C_Website,GDS,2,22776.47,2992.64,51538.22,732.99,Agent Credit,0,Cancelled,,5
CLR-00202,2025-12-20,2026-03-20,90,KLM,BLR,SFO,Long-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,1,52077.99,6604.25,58682.24,2291.3,Agent Credit,0,Ticketed,,3
CLR-00203,2025-10-04,2025-12-16,73,American Airlines,BLR,FRA,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,NDC,1,45756.22,7345.51,53101.73,0.0,Credit Card,0,Confirmed,,2
CLR-00204,2025-03-08,2025-06-14,98,Emirates,BLR,FRA,Long-Haul,Economy,One-Way,BOWRT,B2C_Website,GDS,2,26662.58,3126.88,59578.92,4117.06,Agent Credit,20,Refunded,,3
CLR-00205,2025-06-29,2025-09-16,79,Singapore Airlines,BOM,FRA,Long-Haul,Economy,One-Way,VOWRT,B2B_Agent,GDS,1,21802.7,1910.69,23713.39,0.0,Agent Credit,18,Refunded,EMD for ancillary service not reflecting,2
CLR-00206,2025-10-08,2025-12-09,62,Etihad Airways,BOM,CDG,Long-Haul,Premium Economy,Multi-City,LOWRT,B2C_Website,GDS,2,43145.92,5167.24,96626.32,1106.17,,0,Cancelled,,
CLR-00207,2025-11-29,2026-01-18,50,Lufthansa,DEL,JFK,Long-Haul,Economy,Round-Trip,VOWRT,API_Partner,GDS,2,24572.01,3688.04,56520.1,,UPI,0,Refunded,,4
CLR-00208,2025-06-04,2025-07-05,31,Air Canada,HYD,LHR,Long-Haul,Business,Multi-City,YOWRT,B2C_Website,GDS,3,185187.49,39422.03,673828.56,977.56,Agent Credit,0,Ticketed,,5
CLR-00209,2025-06-09,2025-10-04,117,American Airlines,BOM,CDG,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,2,49860.78,6145.83,112013.22,14095.63,Debit Card,18,Ticketed,,4
CLR-00210,2025-03-16,2025-06-18,94,American Airlines,DEL,LHR,Long-Haul,Business,Round-Trip,LOWRT,B2C_Website,GDS,4,81491.18,8663.38,360618.24,0.0,UPI,0,Ticketed,,4
CLR-00211,2025-09-15,2026-01-02,109,Emirates,BOM,CDG,Long-Haul,Premium Economy,Round-Trip,BOWRT,B2B_Agent,GDS,1,46912.7,6436.54,53349.24,0.0,Agent Credit,0,Confirmed,,3
CLR-00212,2025-08-23,2025-12-15,114,Lufthansa,DEL,JFK,Long-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,1,37072.28,5309.69,42381.97,0.0,Credit Card,0,Confirmed,,5
CLR-00213,2025-05-27,2025-07-26,60,Lufthansa,HYD,AMS,Long-Haul,Economy,Multi-City,QOWRT,Mobile_App,GDS,2,20982.49,3149.31,48263.6,0.0,Agent Credit,0,Ticketed,,4
CLR-00214,2025-05-09,2025-06-20,42,KLM,HYD,AMS,Long-Haul,Economy,One-Way,EOWRT,API_Partner,GDS,3,31762.58,4233.47,107988.15,0.0,Bank Transfer,0,Ticketed,,5
CLR-00215,2025-11-17,2025-12-11,24,Etihad Airways,DEL,CDG,Long-Haul,First,One-Way,QOWRT,B2B_Agent,GDS,2,227561.66,18388.14,491899.6,5165.15,Bank Transfer,0,Confirmed,,3
CLR-00216,2025-01-26,2025-02-19,24,Air France,BLR,FRA,Long-Haul,Premium Economy,Round-Trip,LOWRT,B2B_Agent,GDS,3,53970.4,4980.3,176852.1,0.0,Credit Card,15,Ticketed,,5
CLR-00217,2025-06-03,2025-07-15,42,Lufthansa,BLR,CDG,Long-Haul,Business,One-Way,VOWRT,API_Partner,GDS,2,152525.68,18061.88,341175.12,9137.58,Credit Card,0,Cancelled,,
CLR-00218,2025-12-28,2026-02-03,37,Singapore Airlines,DEL,YYZ,Long-Haul,Business,Round-Trip,QOWRT,B2B_Agent,GDS,4,129629.49,21837.39,605867.52,18311.73,Agent Credit,0,Confirmed,,4
CLR-00219,2025-08-01,2025-09-23,53,American Airlines,BOM,DXB,Medium-Haul,Economy,Round-Trip,LOWRT,API_Partner,NDC,2,21433.32,2638.19,48143.02,10499.94,UPI,0,Cancelled,,4
CLR-00220,2025-12-11,2026-02-11,62,Air France,MAA,DXB,Medium-Haul,Premium Economy,Multi-City,HOWRT,B2C_Website,GDS,2,28551.58,5538.53,68180.22,0.0,Credit Card,0,Ticketed,,5
CLR-00221,2025-05-24,2025-09-09,108,American Airlines,DEL,LHR,Long-Haul,First,Round-Trip,VOWRT,B2C_Website,GDS,1,299614.82,55493.35,355108.17,1814.76,Credit Card,17,Refunded,,5
CLR-00222,2025-04-14,2025-08-09,117,Emirates,MAA,SIN,Medium-Haul,Economy,One-Way,,API_Partner,GDS,1,20451.5,3135.38,23586.88,964.94,Agent Credit,0,Ticketed,,5
CLR-00223,2025-01-23,2025-04-21,88,KLM,BOM,CDG,Long-Haul,Economy,Round-Trip,YOWRT,API_Partner,NDC,3,39200.74,4849.13,132149.61,1231.32,Credit Card,1,Ticketed,,3
CLR-00224,2025-10-05,2025-11-19,45,American Airlines,DEL,SIN,Medium-Haul,Economy,Round-Trip,LOWRT,Mobile_App,GDS,1,18425.47,2347.84,20773.31,1927.54,Credit Card,0,Ticketed,,4
CLR-00225,2025-08-17,2025-11-04,79,Air Canada,BLR,CDG,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,1,38835.32,3612.01,42447.33,2090.42,Credit Card,0,Ticketed,,3
CLR-00226,2025-12-07,2026-01-19,43,Emirates,DEL,AUH,Medium-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,NDC,3,21055.01,3466.11,73563.36,0.0,Debit Card,0,Ticketed,Fare difference charged incorrectly during rebooking,2
CLR-00227,2025-09-04,2025-10-24,50,American Airlines,MAA,SIN,Medium-Haul,Economy,Multi-City,HOWRT,B2C_Website,GDS,2,17256.96,1951.1,38416.12,0.0,UPI,0,Ticketed,,3
CLR-00228,2025-12-17,2026-04-01,105,Lufthansa,BOM,CDG,Long-Haul,Economy,One-Way,YOWRT,B2C_Website,NDC,1,45914.71,7921.36,53836.07,3609.4,Debit Card,0,Ticketed,,5
CLR-00229,2025-06-26,2025-07-08,12,Air France,BLR,SFO,Long-Haul,Premium Economy,Multi-City,YOWRT,B2C_Website,GDS,1,31736.77,5027.24,36764.01,914.55,Credit Card,0,Cancelled,,4
CLR-00230,2025-03-30,2025-05-30,61,Condor,BLR,FRA,Long-Haul,Economy,Round-Trip,EOWRT,API_Partner,GDS,1,22621.98,2036.98,24658.96,0.0,Agent Credit,0,Confirmed,,5
CLR-00231,2025-11-16,2025-12-10,24,British Airways,BOM,FRA,Long-Haul,Economy,One-Way,YOWRT,API_Partner,GDS,2,39214.9,7786.22,94002.24,1212.13,Credit Card,16,Confirmed,Coupon status shows used but passenger never flew,3
CLR-00232,2025-09-27,2026-01-15,110,Emirates,BOM,LHR,Long-Haul,Economy,One-Way,VOWRT,B2C_Website,GDS,2,43184.37,6714.63,99798.0,2226.08,Agent Credit,0,No-Show,,
CLR-00233,2025-05-31,2025-07-08,38,Air France,HYD,AMS,Long-Haul,Premium Economy,Round-Trip,QOWRT,B2C_Website,NDC,1,70600.46,11310.22,81910.68,1308.9,Bank Transfer,9,Ticketed,,4
CLR-00234,2025-11-06,2025-11-29,23,Etihad Airways,BLR,SFO,Long-Haul,Premium Economy,Round-Trip,EOWRT,B2B_Agent,NDC,1,85493.72,17157.05,102650.77,2226.11,Agent Credit,0,Ticketed,,4
CLR-00235,2025-10-23,2026-01-25,94,Air France,BLR,CDG,Long-Haul,Premium Economy,One-Way,LOWRT,API_Partner,NDC,1,63742.24,13561.5,77303.74,3668.31,Bank Transfer,0,Ticketed,,4
CLR-00236,2025-01-22,2025-02-04,13,American Airlines,DEL,SIN,Medium-Haul,First,Multi-City,,B2C_Website,GDS,1,129836.27,15028.31,144864.58,2402.77,,0,Ticketed,,5
CLR-00237,2025-02-04,2025-02-06,2,KLM,DEL,YYZ,Long-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,1,18486.4,1716.86,20203.26,725.24,Bank Transfer,0,Ticketed,,5
CLR-00238,2025-12-23,2026-01-16,24,Air Canada,BOM,LHR,Long-Haul,Economy,Multi-City,MOWRT,Mobile_App,GDS,1,43489.08,7543.66,51032.74,1136.0,UPI,0,Ticketed,,4
CLR-00239,2025-04-13,2025-07-01,79,Etihad Airways,CCU,BKK,Medium-Haul,Premium Economy,Round-Trip,VOWRT,B2B_Agent,GDS,2,42325.84,7625.26,99902.2,0.0,Credit Card,2,Confirmed,,4
CLR-00240,2025-07-20,2025-10-02,74,British Airways,DEL,LHR,Long-Haul,Premium Economy,Round-Trip,VOWRT,API_Partner,GDS,3,68041.47,5474.82,220548.87,6522.64,Debit Card,0,Ticketed,"Seat allocation issue, paid for window got middle",2
CLR-00241,2025-05-29,2025-08-20,83,Etihad Airways,COK,DOH,Medium-Haul,Economy,Round-Trip,VOWRT,Mobile_App,GDS,1,18720.49,2439.22,21159.71,0.0,Debit Card,18,Cancelled,Meal preference not available onboard,2
CLR-00242,2025-08-19,2025-08-22,3,American Airlines,BOM,DXB,Medium-Haul,Economy,One-Way,QOWRT,API_Partner,NDC,3,23981.53,4840.14,86465.01,9734.3,Bank Transfer,0,Confirmed,,4
CLR-00243,2025-03-30,2025-06-19,81,Air Canada,BOM,DXB,Medium-Haul,Business,Round-Trip,VOWRT,B2B_Agent,GDS,1,34793.69,5681.7,40475.39,281.56,Credit Card,0,Ticketed,,3
CLR-00244,2025-04-20,2025-07-27,98,Singapore Airlines,BOM,DXB,Medium-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,NDC,1,17407.93,2461.7,19869.63,0.0,UPI,3,Confirmed,,2
CLR-00245,2025-12-22,2026-04-05,104,Etihad Airways,MAA,DXB,Medium-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,4,18136.62,3271.99,85634.44,0.0,UPI,0,No-Show,,3
